Wall time,Step,Value
1532466105.2772954,1523,1.5479503870010376
1532466106.0340137,1527,1.7115379571914673
1532466110.823217,1552,1.5944759845733643
1532466114.0683472,1568,1.6139582395553589
1532466114.2565215,1569,1.4769387245178223
1532466117.093077,1584,1.592134714126587
1532466117.8572726,1588,1.6607444286346436
1532466121.0110192,1604,1.6128261089324951
1532466121.2003317,1605,1.7109566926956177
1532466125.5017266,1627,1.5443919897079468
1532466126.4499612,1632,1.6128910779953003
1532466127.3990984,1637,1.4300856590270996
1532466127.966621,1640,1.5234575271606445
1532466128.9122813,1645,1.4919793605804443
1532466129.5160115,1648,1.558375597000122
1532466131.7971115,1660,1.5664303302764893
1532466133.3710911,1668,1.5550199747085571
1532466134.731063,1675,1.425331473350525
1532466136.0707283,1682,1.5105148553848267
1532466137.7798772,1691,1.3910647630691528
1532466138.5382676,1695,1.6682085990905762
1532466138.9186466,1697,1.6536517143249512
1532466139.2942944,1699,1.4761297702789307
1532466139.9557824,1702,1.7858166694641113
1532466141.3013191,1709,1.4676306247711182
1532466143.0151176,1718,1.8048903942108154
1532466144.9226704,1728,1.660567283630371
1532466145.7287552,1732,1.4740148782730103
1532466146.1050868,1734,1.5505505800247192
1532466146.6757958,1737,1.3431041240692139
1532466147.6309922,1742,1.5511908531188965
1532466148.1956618,1745,1.4165104627609253
1532466148.3850646,1746,1.4470332860946655
1532466152.2383623,1766,1.5026911497116089
1532466153.9449382,1775,1.6105849742889404
1532466155.0773826,1781,1.7494467496871948
1532466156.4468038,1788,1.4379761219024658
1532466156.6383083,1789,1.4462745189666748
1532466158.3465493,1798,1.5630775690078735
1532466159.7441633,1805,1.4539968967437744
1532466163.8253655,1826,1.477677345275879
1532466164.587316,1830,1.6237987279891968
1532466166.4811082,1840,1.6004557609558105
1532466167.2837183,1844,1.5434147119522095
1532466168.9918423,1853,1.5688410997390747
1532466171.45876,1866,1.4451543092727661
1532466172.0535624,1869,1.689316749572754
1532466173.210735,1875,1.6561366319656372
1532466173.5945487,1877,1.473726749420166
1532466180.1734023,1911,1.4515761137008667
1532466181.3119037,1917,1.484609842300415
1532466184.5780985,1934,1.6549550294876099
1532466186.4753122,1944,1.57598876953125
1532466187.0440588,1947,1.563072681427002
1532466187.4258783,1949,1.4865217208862305
1532466190.880801,1967,1.3202884197235107
1532466193.625713,1981,1.4043368101119995
1532466194.0038314,1983,1.460921049118042
1532466197.486438,2001,1.4204844236373901
1532466198.2483907,2005,1.3970156908035278
1532466199.7992716,2013,1.6702239513397217
1532466203.0186064,2030,1.469612717628479
1532466204.197242,2036,1.354303240776062
1532466208.7545457,2060,1.4329878091812134
1532466211.2578654,2073,1.590328574180603
1532466211.8269517,2076,1.571008324623108
1532466212.0167744,2077,1.5914244651794434
1532466212.393837,2079,1.4853438138961792
1532466212.7744343,2081,1.3894429206848145
1532466213.5370743,2085,1.40995192527771
1532466214.3091624,2089,1.5487278699874878
1532466215.658119,2096,1.5026744604110718
1532466218.562105,2111,1.404032588005066
1532466225.1613748,2145,1.4834307432174683
1532466225.9374473,2149,1.4828975200653076
1532466227.2667477,2156,1.4732016324996948
1532466228.990546,2165,1.6120365858078003
1532466231.3142226,2177,1.651888132095337
1532466233.2132773,2187,1.5714716911315918
1532466233.5920258,2189,1.5606443881988525
1532466233.971712,2191,1.480921983718872
1532466234.923139,2196,1.4539777040481567
1532466235.508128,2199,1.499564528465271
1532466237.1282604,2207,1.5145859718322754
1532466237.891003,2211,1.3840935230255127
1532466241.7308815,2231,1.2231699228286743
1532466242.678994,2236,1.3052352666854858
1532466242.8693156,2237,1.3183562755584717
1532466243.2444353,2239,1.614146113395691
1532466243.8155777,2242,1.4039291143417358
1532466244.5763538,2246,1.3060235977172852
1532466244.7658782,2247,1.4519479274749756
1532466246.1023157,2254,1.5790148973464966
1532466246.6994255,2257,1.4299120903015137
1532466247.6459355,2262,1.5073314905166626
1532466251.2555714,2281,1.5658371448516846
1532466253.270237,2291,1.5256168842315674
1532466254.4114518,2297,1.2605732679367065
1532466255.6188738,2303,1.2129591703414917
1532466256.380647,2307,1.7570539712905884
1532466258.7065496,2319,1.4129235744476318
1532466258.8966606,2320,1.5027892589569092
1532466263.6862483,2345,1.4706737995147705
1532466265.4009008,2354,1.3593236207962036
1532466272.0930464,2389,1.4500207901000977
1532466272.2844014,2390,1.5270140171051025
1532466272.6781466,2392,1.4376789331436157
1532466281.172712,2436,1.2366912364959717
1532466282.7564423,2444,1.3351566791534424
1532466284.495389,2451,1.637596845626831
1532466284.879402,2453,1.2931615114212036
1532466285.3039265,2455,1.229366421699524
1532466286.470304,2460,1.244866967201233
1532466291.2509391,2485,1.5953210592269897
1532466291.4422412,2486,1.3986402750015259
1532466293.3532643,2496,1.4738420248031616
1532466293.7485054,2498,1.3688101768493652
1532466294.7919397,2503,1.4534622430801392
1532466297.452445,2517,1.4444706439971924
1532466298.592574,2523,1.4105855226516724
1532466300.3515542,2532,1.3034859895706177
1532466303.2126708,2547,1.4017536640167236
1532466304.0125353,2551,1.6290178298950195
1532466304.4113846,2553,1.4062086343765259
1532466309.19497,2578,1.2758700847625732
1532466311.5215454,2590,1.4273661375045776
1532466313.4804754,2600,1.2528787851333618
1532466314.694404,2606,1.4088034629821777
1532466317.969861,2623,1.5028293132781982
1532466319.1099873,2629,1.4630273580551147
1532466319.3009312,2630,1.3015320301055908
1532466321.9944293,2644,1.4150363206863403
1532466323.131495,2650,1.4328281879425049
1532466324.086685,2655,1.399512767791748
1532466328.494781,2678,1.3542251586914062
1532466329.8288515,2685,1.4094809293746948
1532466330.7975879,2690,1.3220785856246948
1532466333.3676438,2703,1.3907612562179565
1532466334.7290027,2710,1.4905012845993042
1532466337.6246037,2725,1.2971796989440918
1532466339.9125392,2737,1.2131245136260986
1532466340.4806075,2740,1.1834120750427246
1532466343.2561057,2754,1.4069474935531616
1532466349.971309,2789,1.3350483179092407
1532466350.1628447,2790,1.4934396743774414
1532466350.3517845,2791,1.4928148984909058
1532466353.8815491,2809,1.2574635744094849
1532466356.7320201,2824,1.374790072441101
1532466365.954997,2872,1.2491358518600464
1532466367.6718564,2881,1.3390105962753296
1532466369.4425092,2890,1.3902326822280884
1532466370.5850916,2896,1.6330931186676025
1532466374.8016856,2917,1.1545084714889526
1532466375.184947,2919,1.5060663223266602
1532466375.3753645,2920,1.4136531352996826
1532466384.5229726,2967,1.1241756677627563
1532466386.0717034,2975,1.236141324043274
1532466390.5344245,2998,1.242254614830017
1532466392.3470168,3007,1.6415022611618042
1532466393.1193419,3011,1.19419527053833
1532466393.9001517,3015,1.438798189163208
1532466396.268841,3027,1.3379287719726562
1532466396.845556,3030,1.30672025680542
1532466398.3948145,3038,1.2533670663833618
1532466398.974703,3041,1.3061895370483398
1532466403.725323,3065,1.2110098600387573
1532466404.502583,3069,1.2453135251998901
1532466404.889354,3071,1.3214046955108643
1532466410.3303893,3099,1.379560947418213
1532466414.8823392,3122,1.2868939638137817
1532466417.8048306,3137,1.3657820224761963
1532466419.3500705,3145,1.2922309637069702
1532466420.3196287,3150,1.4252859354019165
1532466421.3100317,3155,1.399101972579956
1532466422.4894476,3161,1.2596625089645386
1532466425.592119,3177,1.4972000122070312
1532466429.1188865,3195,1.4292864799499512
1532466429.3151324,3196,1.3383839130401611
1532466430.747398,3203,1.2905573844909668
1532466431.3279774,3206,1.2711070775985718
1532466436.057061,3230,1.2453519105911255
1532466436.6379669,3233,1.1393026113510132
1532466438.0350006,3240,1.0741815567016602
1532466438.6137002,3243,1.3703042268753052
1532466438.8053296,3244,1.247083306312561
1532466439.1967711,3246,1.0489189624786377
1532466439.3905869,3247,1.306167721748352
1532466444.2731464,3272,1.3559552431106567
1532466446.0221334,3281,1.498643398284912
1532466450.791321,3305,1.1847946643829346
1532466452.339338,3313,1.2624067068099976
1532466455.1066656,3327,1.2653398513793945
1532466455.2994533,3328,1.3941543102264404
1532466458.591254,3345,1.256239414215088
1532466464.374832,3374,1.0874171257019043
1532466464.7670877,3376,1.3255842924118042
1532466466.7097414,3386,1.4227402210235596
1532466470.1249669,3403,1.2938085794448853
1532466471.0959709,3408,1.376692771911621
1532466475.4076366,3430,1.3028836250305176
1532466476.962751,3438,1.26150643825531
1532466479.1105845,3449,1.2588729858398438
1532466479.4970148,3451,1.5624710321426392
1532466480.9009619,3458,1.2558940649032593
1532466482.0725245,3464,1.2803552150726318
1532466483.4352868,3471,1.0570464134216309
1532466484.6527476,3477,1.3251392841339111
1532466485.278789,3480,1.4478271007537842
1532466488.5820956,3497,1.2420116662979126
1532466491.020966,3509,1.2905868291854858
1532466491.6069708,3512,1.1945735216140747
1532466493.0307875,3519,1.2064632177352905
1532466496.194049,3535,1.2659379243850708
1532466496.5791366,3537,1.1620632410049438
1532466497.7412767,3543,1.224186897277832
1532466498.5167506,3547,1.0632379055023193
1532466501.662745,3563,1.2303224802017212
1532466504.9608445,3580,1.313927412033081
1532466508.8818452,3600,1.1298775672912598
1532466512.491744,3618,1.2543317079544067
1532466512.8791423,3620,1.2337168455123901
1532466513.2676897,3622,1.2489519119262695
1532466513.8478618,3625,1.3188706636428833
1532466514.4286664,3628,1.144181251525879
1532466517.7665682,3645,1.3226006031036377
1532466519.9011593,3656,1.2948904037475586
1532466522.707491,3670,1.1174120903015137
1532466528.5751636,3700,1.3402553796768188
1532466529.0232244,3702,1.4966773986816406
1532466533.6331217,3726,1.2504627704620361
1532466534.3956892,3730,1.1329047679901123
1532466534.78175,3732,1.1589248180389404
1532466535.920047,3738,0.9951943755149841
1532466536.4936283,3741,1.007184386253357
1532466536.875606,3743,1.0318785905838013
1532466538.634458,3752,1.2275569438934326
1532466539.9688337,3759,1.1496506929397583
1532466542.4418888,3772,1.2636035680770874
1532466543.9982853,3780,1.3411310911178589
1532466546.4742193,3793,1.0461249351501465
1532466546.854039,3795,1.2909961938858032
1532466547.4252365,3798,1.1861724853515625
1532466550.589369,3814,1.1496719121932983
1532466551.5399952,3819,1.1558359861373901
1532466551.922157,3821,1.2033171653747559
1532466553.92553,3831,1.1137166023254395
1532466554.6882775,3835,1.337004542350769
1532466560.235012,3864,1.1978251934051514
1532466561.1826737,3869,1.2892194986343384
1532466562.511688,3876,1.3077377080917358
1532466571.0479264,3920,1.185499906539917
1532466572.5707407,3928,1.1824852228164673
1532466573.9047208,3935,1.2929774522781372
1532466574.6648264,3939,1.1462303400039673
1532466576.7985067,3950,0.9151289463043213
1532466577.9386187,3956,1.097242832183838
1532466579.0783477,3962,1.2537668943405151
1532466583.366149,3984,1.1700459718704224
1532466585.4593334,3995,1.104388952255249
1532466586.4440756,4000,1.172879695892334
1532466588.2287874,4009,1.0879145860671997
1532466588.4184775,4010,1.2109870910644531
1532466590.701816,4022,1.3367335796356201
1532466592.831723,4033,1.4130353927612305
1532466593.400527,4036,1.072172999382019
1532466595.2987866,4046,1.1596307754516602
1532466604.3234534,4093,1.162293553352356
1532466605.277718,4098,0.9489374756813049
1532466605.4682639,4099,1.0513458251953125
1532466607.4746373,4109,1.1325217485427856
1532466621.523242,4182,1.1951597929000854
1532466623.6616676,4193,1.176203966140747
1532466623.8515565,4194,1.343961238861084
1532466624.2314441,4196,1.3038004636764526
1532466624.6155803,4198,1.1892627477645874
1532466625.258542,4201,1.1460685729980469
1532466625.4506297,4202,1.3684391975402832
1532466630.245759,4227,1.1736493110656738
1532466631.1972573,4232,1.145574688911438
1532466631.7681005,4235,1.204176425933838
1532466633.3147452,4243,1.1800811290740967
1532466635.4243138,4254,1.2816839218139648
1532466637.1320608,4263,1.0537968873977661
1532466637.7034125,4266,1.185144305229187
1532466637.8897476,4267,1.2913544178009033
1532466640.7849352,4282,1.0478323698043823
1532466643.9124932,4298,1.222182273864746
1532466645.1391168,4304,1.1517962217330933
1532466645.9012818,4308,1.316943645477295
1532466647.623967,4317,1.2344318628311157
1532466648.0043023,4319,1.1849390268325806
1532466649.7446024,4328,1.2871454954147339
1532466650.5028374,4332,1.3463608026504517
1532466652.5923963,4343,1.2985490560531616
1532466657.608192,4369,1.279805064201355
1532466659.3188314,4378,0.9439964890480042
1532466662.2062745,4393,1.1440763473510742
1532466663.535785,4400,0.982286274433136
1532466664.803464,4406,1.1406681537628174
1532466665.6019182,4410,1.2375847101211548
1532466665.8111837,4411,1.2652196884155273
1532466669.4314234,4430,1.1810330152511597
1532466670.00165,4433,1.0721662044525146
1532466677.0190463,4469,1.1941885948181152
1532466678.164407,4475,0.9508615732192993
1532466681.0598905,4490,1.1244415044784546
1532466681.442415,4492,1.1397390365600586
1532466684.7630608,4509,1.2529423236846924
1532466684.9537058,4510,1.0978972911834717
1532466688.600546,4529,1.279984951019287
1532466688.7923725,4530,1.2590057849884033
1532466689.3649137,4533,1.3826603889465332
1532466691.084597,4542,1.0247812271118164
1532466693.2074447,4553,1.2914798259735107
1532466698.008775,4578,1.085458517074585
1532466698.5788898,4581,1.1451746225357056
1532466700.671371,4592,1.055259346961975
1532466701.249247,4595,1.002708911895752
1532466701.630061,4597,1.136651635169983
1532466702.0289466,4599,1.2001394033432007
1532466704.4716485,4611,1.244428038597107
1532466707.7387395,4628,1.179280400276184
1532466711.7297785,4649,1.1786799430847168
1532466713.117756,4656,1.2677006721496582
1532466714.6493137,4664,1.0489490032196045
1532466715.417196,4668,1.232433795928955
1532466716.7525158,4675,1.0906109809875488
1532466716.9432514,4676,1.22664213180542
1532466717.1336758,4677,1.2118726968765259
1532466719.0714195,4687,1.0231976509094238
1532466724.1287224,4713,1.2306231260299683
1532466725.0799732,4718,1.2678768634796143
1532466728.1329556,4734,1.1925073862075806
1532466730.2793403,4745,1.0929675102233887
1532466731.0391614,4749,0.981190025806427
1532466731.2276273,4750,0.980452299118042
1532466732.793488,4758,1.0917861461639404
1532466733.9810658,4764,1.1447185277938843
1532466734.5552456,4767,1.2519495487213135
1532466736.27121,4776,1.1100906133651733
1532466737.0359216,4780,1.206046223640442
1532466738.363575,4787,1.4608790874481201
1532466738.5491343,4788,1.1820720434188843
1532466739.7304442,4794,0.9833055734634399
1532466740.8751395,4800,1.1792031526565552
1532466741.3259008,4802,1.1209847927093506
1532466741.8993428,4805,1.1411205530166626
1532466748.6077933,4840,1.0695263147354126
1532466750.9285417,4852,1.1457630395889282
1532466754.5524316,4871,1.397659420967102
1532466754.9837787,4873,1.097983956336975
1532466758.9727821,4894,1.3729710578918457
1532466762.9672518,4914,1.2140018939971924
1532466767.587377,4938,1.144442081451416
1532466768.1554992,4941,1.08822762966156
1532466770.6578424,4954,1.047357201576233
1532466772.1982985,4962,1.021620273590088
1532466773.903973,4971,1.078861951828003
1532466774.474534,4974,1.2203316688537598
1532466774.8526406,4976,1.0535404682159424
1532466775.047329,4977,1.0503133535385132
1532466783.604511,5021,0.9762208461761475
1532466784.753096,5027,1.1551568508148193
1532466785.3254638,5030,1.0319093465805054
1532466786.7098954,5037,0.91697096824646
1532466789.1917758,5050,1.3639609813690186
1532466789.5709615,5052,1.1062228679656982
1532466789.761382,5053,1.0830010175704956
1532466791.09502,5060,1.0882459878921509
1532466794.618491,5078,1.1024057865142822
1532466799.121327,5101,1.0132203102111816
1532466800.072053,5106,1.0094245672225952
1532466804.0515344,5126,1.3861247301101685
1532466804.4404492,5128,1.0178167819976807
1532466805.592736,5134,1.0802196264266968
1532466810.815525,5160,1.1170251369476318
1532466811.774198,5165,1.1988543272018433
1532466815.0482395,5182,1.3744584321975708
1532466818.4876478,5200,1.2163718938827515
1532466820.1292946,5208,0.9174461960792542
1532466824.6207354,5231,1.0203810930252075
1532466825.3818731,5235,1.297682762145996
1532466826.1489534,5239,1.0879597663879395
1532466826.3419816,5240,0.9314067959785461
1532466831.353366,5266,0.874866247177124
1532466835.795497,5289,0.869435727596283
1532466841.4476967,5318,1.0751981735229492
1532466843.5445738,5329,1.1028591394424438
1532466846.7114155,5345,1.0714726448059082
1532466849.392711,5359,1.1675939559936523
1532466849.5837185,5360,1.0554699897766113
1532466853.5025823,5380,1.1809067726135254
1532466858.1893394,5404,1.1889017820358276
1532466861.26923,5420,1.2632170915603638
1532466864.9265006,5439,0.9640499353408813
1532466865.5014544,5442,1.14082670211792
1532466866.4655557,5447,1.0672435760498047
1532466873.6321206,5484,1.082277774810791
1532466874.9731793,5491,1.065145492553711
1532466875.7438002,5495,1.023850679397583
1532466876.9692025,5501,1.0319262742996216
1532466878.1681123,5507,1.132693886756897
1532466879.1197863,5512,0.9659755825996399
1532466879.6973813,5515,0.998445451259613
1532466880.0771492,5517,1.1621795892715454
1532466884.7915401,5541,1.1149437427520752
1532466886.3201923,5549,1.0645607709884644
1532466889.617986,5566,1.0170395374298096
1532466890.5705845,5571,0.9307065010070801
1532466890.959127,5573,1.0489593744277954
1532466893.2693012,5585,1.1095541715621948
1532466893.676258,5587,1.0199567079544067
1532466894.8250978,5593,1.040147304534912
1532466897.2018824,5605,1.1218674182891846
1532466898.1555543,5610,1.0634716749191284
1532466900.1067097,5620,1.188106894493103
1532466902.021791,5630,1.2157728672027588
1532466907.421903,5658,1.2366862297058105
1532466907.80472,5660,1.0224213600158691
1532466908.56786,5664,0.9822714328765869
1532466911.4718673,5679,0.9507718086242676
1532466919.5245173,5720,1.2316155433654785
1532466920.1439528,5723,1.1331411600112915
1532466923.5977936,5741,0.8977184295654297
1532466927.1022172,5759,0.9475715756416321
1532466930.3785326,5776,0.8898276686668396
1532466930.9705243,5779,1.2900745868682861
1532466931.934368,5784,1.0396294593811035
1532466932.8929522,5789,0.9920290112495422
1532466936.4507551,5807,1.2547587156295776
1532466936.642784,5808,0.9985373020172119
1532466939.904767,5825,1.1040863990783691
1532466940.4816594,5828,1.2314555644989014
1532466941.8604603,5835,1.1485117673873901
1532466947.1473773,5862,1.0519732236862183
1532466947.5320396,5864,1.022217035293579
1532466948.8809257,5871,1.1267637014389038
1532466952.3586748,5889,1.1366239786148071
1532466954.080769,5898,1.0081069469451904
1532466955.8784683,5907,1.036807894706726
1532466957.835759,5917,0.859531581401825
1532466959.9455457,5928,1.0212973356246948
1532466960.718804,5932,1.3192131519317627
1532466960.9099765,5933,1.1209369897842407
1532466964.5876522,5952,1.1255284547805786
1532466965.5395446,5957,1.0456507205963135
1532466965.923356,5959,1.0961933135986328
1532466966.695662,5963,1.0450688600540161
1532466968.4716973,5972,1.127180814743042
1532466971.934193,5990,0.9600265622138977
1532466975.9642518,6010,1.1454910039901733
1532466976.9289289,6015,0.9561934471130371
1532466978.6943104,6024,0.8952844142913818
1532466979.847589,6030,1.0226068496704102
1532466980.0394378,6031,1.1084164381027222
1532466980.811699,6035,1.0115824937820435
1532466981.3891463,6038,0.9596655368804932
1532466985.6489108,6060,1.0346101522445679
1532466989.1525364,6078,1.1162385940551758
1532466989.9186149,6082,1.1116867065429688
1532466990.8747482,6087,1.006308674812317
1532466994.0436616,6103,1.02925705909729
1532466994.4351568,6105,1.089830756187439
1532466996.360591,6115,1.0941466093063354
1532466997.5187855,6121,1.0077763795852661
1532466997.8966374,6123,1.2853869199752808
1532466999.0499456,6129,1.1398733854293823
1532466999.4683955,6131,0.9838733673095703
1532466999.8497124,6133,0.9893954992294312
1532467002.149028,6145,1.017430305480957
1532467002.5775425,6147,1.0832414627075195
1532467002.9693978,6149,1.3035452365875244
1532467007.424717,6172,0.9793561697006226
1532467009.1473172,6181,1.0946975946426392
1532467009.7268336,6184,1.1215558052062988
1532467012.8370275,6200,1.2551950216293335
1532467014.839674,6210,0.9935853481292725
1532467015.0299466,6211,0.9642247557640076
1532467015.4446673,6213,1.0263735055923462
1532467016.59938,6219,1.1315470933914185
1532467019.0856495,6232,1.079412817955017
1532467020.0521839,6237,1.0652458667755127
1532467021.430922,6244,0.8431418538093567
1532467022.5844421,6250,0.9037660956382751
1532467025.098206,6263,1.0085691213607788
1532467030.1823664,6289,0.8172565698623657
1532467034.7798848,6312,1.0913293361663818
1532467035.545531,6316,1.0089455842971802
1532467035.7387378,6317,0.8642444610595703
1532467037.1324434,6324,1.1347891092300415
1532467040.3955007,6341,0.9309837222099304
1532467042.5487056,6352,0.9727594256401062
1532467044.710578,6363,0.859009861946106
1532467046.052856,6370,1.281876564025879
1532467047.2253783,6376,1.0816646814346313
1532467051.850569,6400,0.9507356882095337
1532467062.6074166,6455,0.8121011853218079
1532467063.4329288,6459,1.1098688840866089
1532467065.9320712,6472,0.936160147190094
1532467068.858076,6487,1.2457698583602905
1532467070.3929758,6495,0.8528161644935608
1532467070.586369,6496,0.9557810425758362
1532467071.3534548,6500,1.1642717123031616
1532467073.3419266,6510,1.0886057615280151
1532467075.3021066,6520,0.9573877453804016
1532467075.4922152,6521,0.9596397876739502
1532467075.682535,6522,1.0162322521209717
1532467077.2193615,6530,1.015974521636963
1532467081.1021965,6550,1.111594319343567
1532467085.7495146,6574,0.9474923014640808
1532467087.093299,6581,0.8783270120620728
1532467087.6713226,6584,1.1528420448303223
1532467089.6184008,6594,1.0440926551818848
1532467091.4143991,6603,1.0494160652160645
1532467091.9935992,6606,1.0582205057144165
1532467093.978224,6616,1.0049927234649658
1532467094.9760935,6621,1.0585561990737915
1532467101.9180975,6657,1.107073187828064
1532467103.6452653,6666,1.0722047090530396
1532467104.0274355,6668,1.0181857347488403
1532467104.7993596,6672,1.0144387483596802
1532467105.9916432,6678,1.0108789205551147
1532467106.5670805,6681,1.1333414316177368
1532467107.9112356,6688,0.9012542963027954
1532467109.442625,6696,1.074893832206726
1532467110.013676,6699,1.1139432191848755
1532467111.656022,6707,0.989494264125824
1532467112.4228275,6711,1.0390151739120483
1532467113.1888976,6715,0.9388506412506104
1532467117.625591,6738,0.7812244296073914
1532467118.3974652,6742,1.0512158870697021
1532467119.7327375,6749,0.9942319393157959
1532467120.4997964,6753,0.9243120551109314
1532467122.709876,6764,1.074786901473999
1532467125.0147088,6776,0.9926755428314209
1532467128.1263998,6792,0.9565730094909668
1532467133.035462,6817,0.9957131743431091
1532467135.9073782,6832,1.1780318021774292
