Wall time,Step,Value
1532465801.4341776,18,0.1599999964237213
1532465802.4990897,24,0.10000000149011612
1532465805.4784522,40,0.14000000059604645
1532465805.825884,42,0.15000000596046448
1532465806.3449538,45,0.12999999523162842
1532465808.2500107,56,0.15000000596046448
1532465810.9371638,71,0.10999999940395355
1532465811.4627979,74,0.11999999731779099
1532465815.2037168,94,0.14000000059604645
1532465817.4885082,106,0.17000000178813934
1532465821.8030064,126,0.14000000059604645
1532465827.469263,155,0.20999999344348907
1532465828.0460842,158,0.20000000298023224
1532465829.939113,167,0.17000000178813934
1532465833.5056705,183,0.28999999165534973
1532465833.8963623,185,0.1599999964237213
1532465842.9544206,229,0.25999999046325684
1532465843.9613106,234,0.23999999463558197
1532465847.0842938,249,0.28999999165534973
1532465848.3131957,255,0.1899999976158142
1532465849.3879907,260,0.30000001192092896
1532465850.812043,267,0.20999999344348907
1532465852.0826354,273,0.2199999988079071
1532465859.4264598,308,0.27000001072883606
1532465859.8780565,310,0.27000001072883606
1532465861.4953785,318,0.20999999344348907
1532465865.8388958,339,0.20999999344348907
1532465867.460863,347,0.2800000011920929
1532465871.640828,367,0.2800000011920929
1532465882.6924925,421,0.3199999928474426
1532465882.898313,422,0.20000000298023224
1532465886.38683,439,0.2800000011920929
1532465887.028292,442,0.2800000011920929
1532465887.6510587,445,0.23000000417232513
1532465890.7206788,460,0.27000001072883606
1532465891.3407185,463,0.25
1532465891.5435686,464,0.25
1532465893.5935237,474,0.25999999046325684
1532465897.4834259,493,0.3100000023841858
1532465902.0565825,514,0.25999999046325684
1532465905.5502462,531,0.25
1532465906.6069477,536,0.28999999165534973
1532465912.2731626,563,0.33000001311302185
1532465914.2766576,573,0.3400000035762787
1532465915.4844465,579,0.3100000023841858
1532465916.932171,586,0.3499999940395355
1532465917.137967,587,0.2800000011920929
1532465924.3935595,620,0.3199999928474426
1532465924.799479,622,0.30000001192092896
1532465927.4070206,634,0.25999999046325684
1532465928.8841515,641,0.36000001430511475
1532465929.0826073,642,0.33000001311302185
1532465929.4804173,644,0.25999999046325684
1532465930.1155643,647,0.36000001430511475
1532465930.5448437,649,0.30000001192092896
1532465932.9538493,661,0.33000001311302185
1532465934.9561884,671,0.25999999046325684
1532465944.815163,714,0.3100000023841858
1532465946.4650717,722,0.3400000035762787
1532465948.4936833,730,0.3799999952316284
1532465950.5052478,739,0.3100000023841858
1532465953.1012838,752,0.38999998569488525
1532465953.9605083,756,0.30000001192092896
1532465955.7808392,765,0.2800000011920929
1532465956.5679893,769,0.30000001192092896
1532465956.9639506,771,0.3199999928474426
1532465957.3919623,773,0.3499999940395355
1532465958.795438,780,0.4000000059604645
1532465959.8095329,785,0.3199999928474426
1532465960.2050319,787,0.33000001311302185
1532465961.2057467,792,0.3199999928474426
1532465961.5982354,794,0.3400000035762787
1532465962.406585,798,0.25999999046325684
1532465963.304576,802,0.3499999940395355
1532465964.5531135,808,0.33000001311302185
1532465964.7520444,809,0.3700000047683716
1532465969.3315094,832,0.3199999928474426
1532465970.1528468,836,0.36000001430511475
1532465976.8854153,869,0.3700000047683716
1532465978.2708387,876,0.33000001311302185
1532465979.4691806,882,0.3199999928474426
1532465982.28567,896,0.25999999046325684
1532465983.0591583,900,0.4000000059604645
1532465984.4826746,907,0.36000001430511475
1532465984.869167,909,0.3700000047683716
1532465986.4501348,917,0.46000000834465027
1532465989.1603692,931,0.3700000047683716
1532465989.3547752,932,0.3799999952316284
1532465991.34113,942,0.36000001430511475
1532465991.9394069,945,0.3499999940395355
1532465993.7147322,954,0.4399999976158142
1532465995.3538113,962,0.38999998569488525
1532465997.1206014,971,0.36000001430511475
1532465997.3118553,972,0.3700000047683716
1532465998.5014725,978,0.3799999952316284
1532465998.6931791,979,0.3499999940395355
1532465999.6816554,984,0.3199999928474426
1532466003.631303,1002,0.3799999952316284
1532466004.200803,1005,0.41999998688697815
1532466005.9427216,1014,0.38999998569488525
1532466011.6948893,1044,0.38999998569488525
1532466014.6055393,1057,0.33000001311302185
1532466015.8430736,1063,0.41999998688697815
1532466016.4174902,1066,0.3400000035762787
1532466016.835939,1068,0.3700000047683716
1532466017.683341,1072,0.4099999964237213
1532466018.927151,1078,0.4099999964237213
1532466020.061421,1083,0.38999998569488525
1532466022.1283116,1093,0.4300000071525574
1532466023.2974732,1099,0.3499999940395355
1532466024.3608303,1104,0.3199999928474426
1532466026.2959847,1114,0.3700000047683716
1532466034.4752948,1156,0.49000000953674316
1532466035.2335513,1160,0.3700000047683716
1532466035.4230723,1161,0.44999998807907104
1532466035.6139097,1162,0.3799999952316284
1532466039.0468812,1180,0.44999998807907104
1532466041.5561426,1193,0.4399999976158142
1532466044.1781976,1206,0.3700000047683716
1532466049.1684275,1232,0.44999998807907104
1532466051.4957385,1244,0.4399999976158142
1532466053.585426,1255,0.4399999976158142
1532466054.1595519,1258,0.4399999976158142
1532466054.7307625,1261,0.4099999964237213
1532466058.5685012,1281,0.41999998688697815
1532466059.7050836,1287,0.38999998569488525
1532466061.0746675,1294,0.5
1532466062.2215903,1300,0.4300000071525574
1532466065.336728,1316,0.4300000071525574
1532466065.9389377,1319,0.38999998569488525
1532466068.0324442,1330,0.3499999940395355
1532466068.6047845,1333,0.38999998569488525
1532466069.169579,1336,0.3499999940395355
1532466069.3597298,1337,0.3700000047683716
1532466078.642031,1385,0.4300000071525574
1532466079.2093272,1388,0.5299999713897705
1532466079.781856,1391,0.38999998569488525
1532466079.9712462,1392,0.3700000047683716
1532466084.2623382,1414,0.4399999976158142
1532466086.5423622,1426,0.47999998927116394
1532466088.483502,1436,0.46000000834465027
1532466089.2497354,1440,0.44999998807907104
1532466094.0259914,1465,0.33000001311302185
1532466094.213954,1466,0.5099999904632568
1532466096.3027816,1477,0.4399999976158142
1532466097.8638926,1485,0.3400000035762787
1532466098.628282,1489,0.4099999964237213
1532466099.0078378,1491,0.41999998688697815
1532466105.2772954,1523,0.3799999952316284
1532466106.0340137,1527,0.3700000047683716
1532466110.823217,1552,0.46000000834465027
1532466114.0683472,1568,0.38999998569488525
1532466114.2565215,1569,0.4099999964237213
1532466117.093077,1584,0.4000000059604645
1532466117.8572726,1588,0.28999999165534973
1532466121.0110192,1604,0.4000000059604645
